_RAJ2000|_DEJ2000|KIC|2MASS|Teff|FeH|AFe|Numax|Dnu|ES|Fdnu|M(cor)|s_M(cor)|R(cor)|s_R(cor)|logg(seis)|s_logg(seis)|Rho|s_Rho|LogAge|Av|Notes|AP-1|KCat|Sloan|Simbad|_RA|_DE
296.6285417|+46.8638056| 9963459|19463085+4651497|4253.5| 0.057| 0.023|  8.375| 1.333|RGB     | 1.0438| 1.136| 0.044|22.045| 0.017| 1.807| 0.007| 1.50e-04| 0.008| 3.855| 0.350|SeisUnc         |  0|KCat|Sloan|Simbad|296.62854|+46.86381
296.8806667|+46.8739722| 9964206|19473136+4652263|4675.3| 0.102|-0.001| 30.988| 3.842|RC      | 0.9934| 1.172| 0.079|11.367| 0.024| 2.395| 0.010| 1.12e-03| 0.008| 3.660| 0.282|                |  0|KCat|Sloan|Simbad|296.88067|+46.87397
297.1578333|+46.8147500| 9965093|19483788+4648531|4905.6|-0.356| 0.223| 29.204| 4.101|RC      | 0.9887| 0.828| 0.080| 9.727| 0.024| 2.380| 0.010| 1.27e-03| 0.008| 3.921| 0.241|                |  0|KCat|Sloan|Simbad|297.15783|+46.81475
297.2347083|+46.8638333| 9965354|19485633+4651498|4690.6|-0.135| 0.038| 32.243| 3.706|RGB     | 1.0360| 1.296| 0.042|11.712| 0.016| 2.413| 0.007| 1.14e-03| 0.008| 3.595| 0.432|                |  0|KCat|Sloan|Simbad|297.23471|+46.86383
297.3014167|+46.8288056| 9965582|19491234+4649437|4326.0|-0.132| 0.019|  7.526| 1.134|RGB     | 1.0305| 1.702| 0.044|28.342| 0.017| 1.764| 0.007| 1.05e-04| 0.008| 3.198| 0.300|                |  1|KCat|Sloan|Simbad|297.30142|+46.82881
297.4872917|+46.8655278| 9966247|19495695+4651559|4882.5|-0.322| 0.150| 27.797| 3.798|RC      | 0.9997| 0.922| 0.080|10.532| 0.024| 2.358| 0.010| 1.11e-03| 0.008| 3.814| 0.269|                |  0|KCat|Sloan|Simbad|297.48729|+46.86553
297.6385833|+46.8630278| 9966796|19503326+4651469|4923.7|-0.073| 0.002|194.690|15.314|RGB     | 1.0178| 1.129| 0.029| 4.395| 0.010| 3.205| 0.007| 1.88e-02| 0.006| 3.826| 0.103|                |  0|KCat|Sloan|Simbad|297.63858|+46.86303
297.6466667|+46.8355000| 9966823|19503520+4650078|4680.5| 0.121| 0.038| 32.917| 4.044|RC      | 1.0019| 1.108| 0.078|10.722| 0.023| 2.422| 0.010| 1.27e-03| 0.008| 3.717| 0.300|                |  1|KCat|Sloan|Simbad|297.64667|+46.83550
297.7272500|+46.8924444| 9967076|19505454+4653328|4607.2| 0.121| 0.057| 31.475| 3.936|RC      | 1.0016| 1.055| 0.079|10.742| 0.024| 2.399| 0.010| 1.20e-03| 0.008| 3.770| 0.241|                |  0|KCat|Sloan|Simbad|297.72725|+46.89244
297.8113333|+46.8166389| 9967351|19511472+4648599|4840.4|-0.112| 0.016| 60.439| 5.703|RGB     | 1.0272| 1.651| 0.039| 9.577| 0.014| 2.693| 0.007| 2.65e-03| 0.007| 3.234| 0.243|                |  1|KCat|Sloan|Simbad|297.81133|+46.81664
297.9151250|+46.8706944| 9967700|19513963+4652145|4891.1|-0.329| 0.067|107.504| 9.624|RGB     | 1.0244| 1.176| 0.035| 6.046| 0.013| 2.946| 0.007| 7.51e-03| 0.007| 3.669| 0.071|                |  1|KCat|Sloan|Simbad|297.91512|+46.87069
298.0865417|+46.8388333| 9968249|19522077+4650198|4760.0| 0.171|-0.004| 90.615| 7.822|RGB     | 1.0264| 1.537| 0.037| 7.581| 0.013| 2.865| 0.007| 4.98e-03| 0.007| 3.423| 0.162|                |  1|KCat|Sloan|Simbad|298.08654|+46.83883
298.4684167|+46.8893056| 9969574|19535242+4653215|4826.7| 0.248| 0.025|111.845| 9.245|RGB     | 1.0242| 1.526| 0.035| 6.774| 0.012| 2.960| 0.007| 6.92e-03| 0.007| 3.455| 0.521|                |  0|KCat|Sloan|Simbad|298.46842|+46.88931
298.6161250|+46.8969722| 9970068|19542787+4653491|4848.8|-0.179| 0.075| 32.204| 4.081|RC      | 0.9975| 1.074| 0.078|10.577| 0.023| 2.420| 0.010| 1.28e-03| 0.008| 3.698| 0.635|                |  0|KCat|Sloan|Simbad|298.61612|+46.89697
298.6275833|+46.8445556| 9970098|19543062+4650404|5005.7|-0.646| 0.134| 33.151| 4.184|RC      | 0.9880| 1.155| 0.078|10.728| 0.023| 2.440| 0.010| 1.32e-03| 0.008| 3.521| 0.516|                |  0|KCat|Sloan|Simbad|298.62758|+46.84456
298.6729583|+46.8710000| 9970262|19544151+4652156|4269.5| 0.270|-0.003| 11.311| 1.320|RGB(S)  | 1.0000| 3.481| 0.044|33.175| 0.017| 1.938| 0.007| 1.35e-04| 0.008| 2.584| 0.764|SeisUnc         |  0|KCat|Sloan|Simbad|298.67296|+46.87100
298.7097917|+46.8330278| 9970396|19545035+4649589|4795.1|-0.156| 0.009| 63.640| 6.338|RGB     | 1.0323| 1.221| 0.039| 8.045| 0.014| 2.714| 0.007| 3.31e-03| 0.007| 3.680| 0.326|                |  0|KCat|Sloan|Simbad|298.70979|+46.83303
298.7208750|+46.8737778| 9970454|19545301+4652256|4667.5| 0.089| 0.020| 31.998| 3.922|RC      | 0.9971| 1.167| 0.078|11.171| 0.023| 2.409| 0.010| 1.18e-03| 0.008| 3.657| 0.488|                |  0|KCat|Sloan|Simbad|298.72087|+46.87378
298.8253750|+46.8020556| 9970830|19551809+4648074|4912.0| 0.059|-0.002| 50.913| 4.970|RC      | 1.0044| 1.913| 0.069|11.192| 0.019| 2.622| 0.009| 1.92e-03| 0.008| 3.125| 0.354|                |  1|KCat|Sloan|Simbad|298.82537|+46.80206
282.3645417|+46.9157500| 9993459|18492749+4654567|4508.8| 0.162| 0.079| 48.869| 5.235|RGB     | 1.0385| 1.058| 0.040| 8.679| 0.015| 2.585| 0.007| 2.28e-03| 0.007| 4.003| 0.105|                |  0|KCat|Sloan|Simbad|282.36454|+46.91575
283.1073750|+46.9266944| 9994630|18522577+4655361|4660.3| 0.109| 0.002| 30.908| 3.823|RC      | 0.9950| 1.173| 0.079|11.396| 0.024| 2.394| 0.010| 1.12e-03| 0.008| 3.662| 0.123|                |  0|KCat|Sloan|Simbad|283.10737|+46.92669
283.1196250|+46.9755556| 9994652|18522871+4658320|4554.2| 0.153| 0.067| 49.437| 5.243|RGB     | 1.0383| 1.106| 0.040| 8.801| 0.015| 2.593| 0.007| 2.29e-03| 0.007| 3.926| 0.162|                |  0|KCat|Sloan|Simbad|283.11962|+46.97556
283.2188750|+46.9645556| 9994798|18525253+4657524|4791.6| 0.188| 0.005| 39.609| 4.404|RC      | 0.9998| 1.434| 0.075|11.055| 0.022| 2.507| 0.010| 1.50e-03| 0.008| 3.440| 0.239|                |  0|KCat|Sloan|Simbad|283.21887|+46.96456
283.4135000|+46.9113056| 9995133|18533924+4654407|4680.6|-0.189| 0.143| 51.229| 5.550|RGB     | 1.0383| 1.020| 0.040| 8.248| 0.015| 2.614| 0.007| 2.56e-03| 0.007| 3.960| 0.200|                |  0|KCat|Sloan|Simbad|283.41350|+46.91131
283.4301667|+46.9612500| 9995162|18534324+4657405|4602.2| 0.130|-0.003| 54.725| 5.635|RGB     | 1.0365| 1.149| 0.040| 8.506| 0.015| 2.639| 0.007| 2.63e-03| 0.007| 3.861| 0.129|                |  0|KCat|Sloan|Simbad|283.43017|+46.96125
283.6515833|+46.9763611| 9995535|18543638+4658349|4866.1|-0.098| 0.040| 34.227| 4.189|RC      | 0.9982| 1.164| 0.077|10.673| 0.023| 2.447| 0.010| 1.35e-03| 0.008| 3.613| 0.190|                |  0|KCat|Sloan|Simbad|283.65158|+46.97636
286.3743750|+46.9103333|10000207|19052985+4654372|4702.5|-0.175| 0.188| 94.585| 8.838|RGB     | 1.0296| 1.041| 0.037| 6.123| 0.013| 2.881| 0.007| 6.39e-03| 0.007| 3.925| 0.053|                |  0|KCat|Sloan|Simbad|286.37437|+46.91033
286.5913750|+46.9504444|10000547|19062193+4657016|4968.3|-0.198| 0.061|160.450|13.227|RGB     | 1.0195| 1.144| 0.031| 4.861| 0.011| 3.123| 0.007| 1.40e-02| 0.007| 3.771| 0.090|                |  1|KCat|Sloan|Simbad|286.59137|+46.95044
286.9557083|+46.9366111|10001167|19074937+4656118|4555.7|-0.602| 0.199| 19.847| 2.752|RGB     | 1.0439| 0.922| 0.043|12.682| 0.016| 2.196| 0.007| 6.37e-04| 0.008| 3.983| 0.000|                |  0|KCat|Sloan|Simbad|286.95571|+46.93661
287.0574167|+46.9262500|10001326|19081378+4655345|4655.8|-0.018| 0.018| 47.612| 5.049|RGB     | 1.0359| 1.198| 0.041| 9.284| 0.015| 2.581| 0.007| 2.11e-03| 0.007| 3.742| 0.116|                |  0|KCat|Sloan|Simbad|287.05742|+46.92625
287.1259583|+46.9992500|10001440|19083023+4659573|4712.2|-0.611| 0.250| 44.273| 5.106|RGB     | 1.0392| 0.925| 0.041| 8.435| 0.015| 2.552| 0.007| 2.17e-03| 0.007| 3.979| 0.049|                |  0|KCat|Sloan|Simbad|287.12596|+46.99925
287.3337083|+46.9534444|10001796|19092009+4657124|4894.9|-0.239| 0.041| 32.753| 4.059|RC      | 0.9996| 1.161| 0.078|10.879| 0.023| 2.430| 0.010| 1.27e-03| 0.008| 3.590| 0.140|                |  0|KCat|Sloan|Simbad|287.33371|+46.95344
287.4096667|+46.9569444|10001935|19093832+4657250|4908.1|-0.212| 0.086| 32.105| 4.098|RC      | 0.9975| 1.066| 0.078|10.521| 0.023| 2.421| 0.010| 1.29e-03| 0.008| 3.684| 0.184|                |  0|KCat|Sloan|Simbad|287.40967|+46.95694
287.7352500|+46.9725556|10002556|19105646+4658212|4766.6|-0.121| 0.105| 29.426| 3.915|RC      | 0.9958| 0.949| 0.080|10.448| 0.024| 2.377| 0.010| 1.17e-03| 0.008| 3.827| 0.156|                |  0|KCat|Sloan|Simbad|287.73525|+46.97256
287.7877083|+46.9159722|10002647|19110905+4654575|4829.7|-0.154| 0.028| 36.951| 4.286|RC      | 0.9958| 1.334| 0.076|11.019| 0.022| 2.479| 0.010| 1.41e-03| 0.008| 3.454| 0.049|                |  1|KCat|Sloan|Simbad|287.78771|+46.91597
288.1582917|+46.9419167|10003349|19123799+4656309|4687.1| 0.018| 0.016| 48.828| 5.002|RGB     | 1.0341| 1.364| 0.040| 9.765| 0.015| 2.594| 0.007| 2.07e-03| 0.007| 3.580| 0.168|                |  0|KCat|Sloan|Simbad|288.15829|+46.94192
288.1955833|+46.9815833|10003419|19124694+4658537|4723.5| 0.146|-0.003| 35.803| 4.109|RC      | 0.9955| 1.392| 0.077|11.497| 0.023| 2.460| 0.010| 1.29e-03| 0.008| 3.472| 0.102|                |  1|KCat|Sloan|Simbad|288.19558|+46.98158
288.2470000|+46.9163611|10003497|19125928+4654589|4590.1|-0.113| 0.044| 27.381| 3.352|RGB     | 1.0403| 1.128| 0.042|11.921| 0.016| 2.338| 0.007| 9.39e-04| 0.008| 3.802| 0.115|                |  1|KCat|Sloan|Simbad|288.24700|+46.91636
288.8812083|+46.9582778|10004825|19153149+4657298|4690.2| 0.247| 0.011| 57.549| 5.408|RGB     | 1.0301| 1.662| 0.040| 9.926| 0.015| 2.665| 0.007| 2.40e-03| 0.007| 3.327| 0.195|                |  0|KCat|Sloan|Simbad|288.88121|+46.95828
288.9573750|+46.9239444|10004975|19154977+4655262|4105.7|-0.105| 0.138|  3.259| 0.726|RGB     | 1.0105| 0.823| 0.044|30.353| 0.017| 1.389| 0.007| 4.15e-05| 0.008| 4.244| 0.209|Ageold          |  1|KCat|Sloan|Simbad|288.95737|+46.92394
289.1986667|+46.9466667|10005422|19164768+4656480|4828.4|-0.406| 0.222| 27.274| 3.829|RC      | 0.9926| 0.853| 0.081|10.257| 0.025| 2.347| 0.010| 1.11e-03| 0.008| 3.877| 0.085|                |  1|KCat|Sloan|Simbad|289.19867|+46.94667
289.2023333|+46.9591389|10005429|19164856+4657329|4750.5|-0.027| 0.164| 40.653| 4.315|RC      | 1.0024| 1.644| 0.074|11.708| 0.021| 2.517| 0.010| 1.44e-03| 0.008| 3.240| 0.191|                |  0|KCat|Sloan|Simbad|289.20233|+46.95914
289.4348750|+46.9905556|10005966|19174437+4659260|4532.7| 0.324| 0.032| 30.954| 3.818|RC      | 1.0029| 1.101| 0.079|11.110| 0.024| 2.388| 0.010| 1.13e-03| 0.008| 3.764| 0.070|                |  1|KCat|Sloan|Simbad|289.43487|+46.99056
289.4995833|+46.9072500|10006097|19175990+4654261|4855.2| 0.045| 0.041|140.552|11.927|RGB     | 1.0233| 1.107| 0.033| 5.139| 0.011| 3.060| 0.007| 1.15e-02| 0.007| 3.894| 0.168|                |  0|KCat|Sloan|Simbad|289.49958|+46.90725
289.5307917|+46.9572500|10006158|19180739+4657261|4694.4| 0.086| 0.006| 31.206| 3.965|RC      | 1.0022| 1.025| 0.079|10.586| 0.024| 2.399| 0.010| 1.22e-03| 0.008| 3.790| 0.139|                |  0|KCat|Sloan|Simbad|289.53079|+46.95725
289.7167917|+46.9536389|10006548|19185203+4657131|4677.9| 0.094| 0.043| 28.038| 3.565|RC      | 1.0150| 1.076| 0.080|11.451| 0.024| 2.352| 0.010| 1.01e-03| 0.008| 3.747| 0.216|                |  0|KCat|Sloan|Simbad|289.71679|+46.95364
289.8296250|+46.9873333|10006828|19191911+4659144|4545.6|-0.501| 0.230| 20.921| 2.824|RGB     | 1.0435| 0.973| 0.043|12.698| 0.016| 2.219| 0.007| 6.70e-04| 0.008| 3.928| 0.027|                |  0|KCat|Sloan|Simbad|289.82962|+46.98733
289.8372917|+46.9908333|10006852|19192095+4659270|5023.7|-0.017|-0.004| 77.610| 6.760|RC      | 0.9982| 2.100| 0.057| 9.444| 0.013| 2.810| 0.008| 3.52e-03| 0.008| 3.027| 0.030|                |  1|KCat|Sloan|Simbad|289.83729|+46.99083
289.9621667|+46.9236944|10007150|19195092+4655253|4737.4| 0.185|-0.004| 34.413| 3.993|RC      | 0.9960| 1.389| 0.077|11.708| 0.023| 2.444| 0.010| 1.22e-03| 0.008| 3.481| 0.171|                |  0|KCat|Sloan|Simbad|289.96217|+46.92369
290.0865833|+46.9451944|10007492|19202078+4656427|4993.6| 0.004|-0.011|214.949|15.554|RGB     | 1.0169| 1.464| 0.028| 4.746| 0.009| 3.251| 0.007| 1.93e-02| 0.006| 3.431| 0.089|                |  0|KCat|Sloan|Simbad|290.08658|+46.94519
293.0970833|+46.9902222|10014635|19322330+4659248|5021.2|-0.567| 0.235| 28.889| 4.129|RC      | 0.9834| 0.825| 0.080| 9.707| 0.024| 2.381| 0.010| 1.27e-03| 0.008| 3.899| 0.214|SeisUnc         |  0|KCat|Sloan|Simbad|293.09708|+46.99022
293.2037083|+46.9557778|10014893|19324889+4657208|4615.4|-0.061| 0.023| 26.447| 3.110|RGB     | 1.0367| 1.403| 0.042|13.507| 0.016| 2.324| 0.007| 8.03e-04| 0.008| 3.511| 0.274|                |  0|KCat|Sloan|Simbad|293.20371|+46.95578
293.2133750|+46.9025000|10014914|19325121+4654090|4844.3| 0.010|-0.005| 43.291| 4.621|RC      | 0.9967| 1.590| 0.073|11.105| 0.021| 2.548| 0.009| 1.64e-03| 0.008| 3.280| 0.202|                |  0|KCat|Sloan|Simbad|293.21337|+46.90250
293.2350000|+46.9080000|10014959|19325640+4654288|4739.8| 0.147| 0.066|174.177|14.103|RGB     | 1.0212| 1.048| 0.030| 4.519| 0.010| 3.148| 0.007| 1.60e-02| 0.006| 4.011| 0.000|                |  0|KCat|Sloan|Simbad|293.23500|+46.90800
293.5284583|+46.9138056|10015663|19340683+4654497|4872.2| 0.034| 0.001| 39.987| 4.423|RC      | 0.9923| 1.532| 0.075|11.324| 0.022| 2.515| 0.010| 1.49e-03| 0.008| 3.338| 0.297|                |  0|KCat|Sloan|Simbad|293.52846|+46.91381
293.7084167|+46.9043889|10016093|19345002+4654158|4585.5|-0.353| 0.168| 30.907| 3.801|RGB     | 1.0416| 0.976| 0.042|10.439| 0.016| 2.390| 0.007| 1.21e-03| 0.008| 3.953| 0.146|                |  1|KCat|Sloan|Simbad|293.70842|+46.90439
294.4818333|+46.9868611|10018239|19375564+4659127|4570.5| 0.255| 0.050| 32.055| 3.902|RC      | 1.0035| 1.132| 0.078|11.049| 0.023| 2.405| 0.010| 1.18e-03| 0.008| 3.729| 0.160|                |  1|KCat|Sloan|Simbad|294.48183|+46.98686
294.5578750|+46.9613056|10018442|19381389+4657407|4871.4| 0.032|-0.014| 74.660| 6.626|RGB     | 1.0245| 1.742| 0.038| 8.837| 0.014| 2.786| 0.007| 3.56e-03| 0.007| 3.204| 0.276|                |  0|KCat|Sloan|Simbad|294.55787|+46.96131
294.6958750|+46.9033333|10018811|19384701+4654120|4902.2|-0.237| 0.010| 76.840| 7.321|RGB     | 1.0288| 1.265| 0.038| 7.412| 0.014| 2.800| 0.007| 4.38e-03| 0.007| 3.595| 0.201|                |  0|KCat|Sloan|Simbad|294.69587|+46.90333
294.7400417|+46.9248889|10018923|19385761+4655296|4535.7| 0.249| 0.022| 40.575| 4.337|RGB     | 1.0368| 1.305| 0.041|10.564| 0.015| 2.506| 0.007| 1.56e-03| 0.007| 3.705| 0.221|                |  1|KCat|Sloan|Simbad|294.74004|+46.92489
294.7542917|+46.9930000|10018967|19390103+4659348|4908.3| 0.148|-0.001| 58.625| 5.438|RC      | 1.0090| 1.998| 0.066|10.663| 0.017| 2.683| 0.009| 2.33e-03| 0.008| 3.102| 0.242|                |  0|KCat|Sloan|Simbad|294.75429|+46.99300
294.7557917|+46.9834167|10018973|19390139+4659003|4582.7| 0.340| 0.015| 32.018| 3.961|RC      | 1.0028| 1.070| 0.078|10.738| 0.023| 2.405| 0.010| 1.22e-03| 0.008| 3.794| 0.135|                |  1|KCat|Sloan|Simbad|294.75579|+46.98342
295.1243333|+46.9223333|10019961|19402984+4655204|4726.9| 0.021| 0.011| 32.207| 4.007|RC      | 1.0004| 1.099| 0.078|10.770| 0.023| 2.415| 0.010| 1.24e-03| 0.008| 3.716| 0.231|                |  0|KCat|Sloan|Simbad|295.12433|+46.92233
296.3154167|+46.9742778|10023322|19451570+4658274|4580.2|-0.029| 0.005| 26.867| 3.185|RGB     | 1.0379| 1.317| 0.042|13.008| 0.016| 2.329| 0.007| 8.44e-04| 0.008| 3.605| 0.241|                |  0|KCat|Sloan|Simbad|296.31542|+46.97428
296.3582083|+46.9433889|10023439|19452597+4656362|4624.1| 0.078| 0.045| 64.557| 6.448|REJECT  |       |      |      |      |      |      |      |         |      |      | 0.159|No Seis         |  1|KCat|Sloan|Simbad|296.35821|+46.94339
296.3861250|+46.9744167|10023520|19453267+4658279|4909.8|-0.139| 0.032| 34.741| 4.147|RC      | 1.0012| 1.269| 0.077|11.037| 0.023| 2.456| 0.010| 1.33e-03| 0.008| 3.513| 0.302|                |  0|KCat|Sloan|Simbad|296.38612|+46.97442
296.3926250|+46.9676667|10023547|19453423+4658036|5068.2| 0.015| 0.018| 93.122| 7.720|RC      | 0.9955| 2.183| 0.050| 8.773| 0.010| 2.891| 0.008| 4.56e-03| 0.008| 3.001| 0.162|                |  0|KCat|Sloan|Simbad|296.39262|+46.96767
296.6810417|+46.9545833|10024460|19464345+4657165|4513.6|-0.094| 0.167| 35.589| 4.138|RGB     | 1.0410| 1.038| 0.042|10.072| 0.015| 2.448| 0.007| 1.43e-03| 0.007| 3.964| 0.192|                |  0|KCat|Sloan|Simbad|296.68104|+46.95458
296.6911667|+46.9211667|10024484|19464588+4655162|4856.1|-0.158| 0.052| 33.110| 4.049|RC      | 1.0001| 1.195| 0.078|10.999| 0.023| 2.432| 0.010| 1.27e-03| 0.008| 3.586| 0.261|                |  0|KCat|Sloan|Simbad|296.69117|+46.92117
296.7834583|+46.9327500|10024786|19470803+4655579|4697.7| 0.155| 0.000| 32.427| 3.892|RC      | 1.0049| 1.227| 0.078|11.356| 0.023| 2.416| 0.010| 1.18e-03| 0.008| 3.622| 0.261|                |  0|KCat|Sloan|Simbad|296.78346|+46.93275
296.9400417|+46.9359722|10025321|19474561+4656095|4864.1| 0.044| 0.012|130.735|10.428|RGB     | 1.0209| 1.543| 0.034| 6.288| 0.012| 3.029| 0.007| 8.75e-03| 0.007| 3.385| 0.131|                |  1|KCat|Sloan|Simbad|296.94004|+46.93597
296.9560833|+46.9020833|10025387|19474946+4654075|4813.7| 0.103| 0.012|140.024|11.435|RGB     | 1.0224| 1.283| 0.033| 5.556| 0.011| 3.057| 0.007| 1.05e-02| 0.007| 3.681| 0.160|                |  1|KCat|Sloan|Simbad|296.95608|+46.90208
297.3437917|+46.9284722|10026767|19492251+4655425|4629.2| 0.105| 0.103| 29.937| 3.838|RC      | 1.0019| 1.010| 0.079|10.765| 0.024| 2.378| 0.010| 1.14e-03| 0.008| 3.815| 0.380|                |  0|KCat|Sloan|Simbad|297.34379|+46.92847
297.3546250|+46.9693611|10026795|19492511+4658097|4677.5|-0.031| 0.000| 48.377| 5.057|RGB     | 1.0348| 1.263| 0.040| 9.445| 0.015| 2.589| 0.007| 2.11e-03| 0.007| 3.666| 0.382|                |  0|KCat|Sloan|Simbad|297.35462|+46.96936
297.8671250|+46.9875000|10028634|19512811+4659150|4911.8|-0.103| 0.031| 93.702| 8.276|RGB     | 1.0250| 1.430| 0.037| 7.134| 0.013| 2.887| 0.007| 5.56e-03| 0.007| 3.446| 0.346|                |  1|KCat|Sloan|Simbad|297.86712|+46.98750
298.1992083|+46.9431111|10029763|19524781+4656352|4817.8| 0.067| 0.033| 35.253| 4.227|RC      | 1.0040| 1.181| 0.077|10.621| 0.023| 2.458| 0.010| 1.39e-03| 0.008| 3.636| 0.502|                |  0|KCat|Sloan|Simbad|298.19921|+46.94311
298.2153333|+46.9332778|10029821|19525168+4655598|4932.0| 0.032|-0.025| 63.873| 5.910|RC      | 0.9948| 1.975| 0.063|10.142| 0.016| 2.721| 0.009| 2.67e-03| 0.008| 3.094| 0.341|                |  0|KCat|Sloan|Simbad|298.21533|+46.93328
298.5922083|+46.9297778|10031091|19542213+4655472|4973.0|-0.007| 0.017|120.860| 9.834|RGB     | 1.0208| 1.594| 0.034| 6.610| 0.012| 3.000| 0.007| 7.78e-03| 0.007| 3.307| 0.522|                |  0|KCat|Sloan|Simbad|298.59221|+46.92978
298.8106250|+46.9221111|10031856|19551455+4655196|4481.4| 0.155| 0.006| 20.697| 2.551|RGB     | 1.0386| 1.410| 0.043|15.423| 0.016| 2.211| 0.007| 5.42e-04| 0.008| 3.562| 0.679|                |  1|KCat|Sloan|Simbad|298.81062|+46.92211
299.2355000|+46.9436944|10033231|19565652+4656373|4871.1| 0.277|-0.004|137.405|10.716|RGB     | 1.0208| 1.610| 0.033| 6.264| 0.011| 3.051| 0.007| 9.24e-03| 0.007| 3.371| 0.379|                |  0|KCat|Sloan|Simbad|299.23550|+46.94369
280.8929583|+47.0049167|10053392|18433431+4700177|4543.6| 0.372| 0.035| 75.292| 7.185|RGB     | 1.0354| 1.116| 0.038| 7.168| 0.014| 2.775| 0.007| 4.27e-03| 0.007| 3.963| 0.138|                |  0|KCat|Sloan|Simbad|280.89296|+47.00492
281.0273750|+47.0879444|10053594|18440657+4705166|4612.5| 0.433| 0.028| 93.422| 8.325|RGB     | 1.0313| 1.229| 0.037| 6.727| 0.013| 2.872| 0.007| 5.69e-03| 0.007| 3.821| 0.127|                |  0|KCat|Sloan|Simbad|281.02737|+47.08794
282.0100833|+47.0000833|10055061|18480242+4700003|4221.6| 0.309| 0.049| 15.716| 2.119|RGB     | 1.0452| 1.158| 0.043|16.275| 0.016| 2.078| 0.007| 3.79e-04| 0.008| 3.897| 0.131|                |  0|KCat|Sloan|Simbad|282.01008|+47.00008
282.0970417|+47.0271667|10055196|18482329+4701378|4764.5| 0.357| 0.014|106.295| 8.787|RGB     | 1.0252| 1.568| 0.036| 7.067| 0.013| 2.935| 0.007| 6.27e-03| 0.007| 3.431| 0.125|                |  0|KCat|Sloan|Simbad|282.09704|+47.02717
282.3475417|+47.0342778|10055660|18492341+4702034|4252.0| 0.087| 0.079|  9.310| 1.358|RGB     | 1.0370| 1.488| 0.044|23.928| 0.017| 1.853| 0.007| 1.53e-04| 0.008| 3.467| 0.099|                |  0|KCat|Sloan|Simbad|282.34754|+47.03428
282.3558750|+47.0612500|10055674|18492541+4703405|4650.2| 0.205|-0.002| 44.148| 4.540|RGB     | 1.0337| 1.471| 0.041|10.686| 0.015| 2.548| 0.007| 1.70e-03| 0.007| 3.504| 0.151|                |  0|KCat|Sloan|Simbad|282.35587|+47.06125
282.3722500|+47.0131667|10055700|18492934+4700474|4963.6|-0.368| 0.176| 35.930| 4.145|RC      | 0.9940| 1.471| 0.076|11.654| 0.023| 2.473| 0.010| 1.31e-03| 0.008| 3.298| 0.156|                |  0|KCat|Sloan|Simbad|282.37225|+47.01317
282.8412083|+47.0741389|10056474|18512189+4704269|4913.3| 0.058| 0.016| 50.116| 4.922|RC      | 1.0020| 1.916| 0.070|11.289| 0.019| 2.615| 0.009| 1.88e-03| 0.008| 3.124| 0.152|                |  0|KCat|Sloan|Simbad|282.84121|+47.07414
283.2607083|+47.0697222|10057222|18530257+4704110|4689.0| 0.120| 0.028| 50.777| 5.245|RGB     | 1.0353| 1.264| 0.040| 9.217| 0.015| 2.611| 0.007| 2.28e-03| 0.007| 3.714| 0.242|                |  0|KCat|Sloan|Simbad|283.26071|+47.06972
283.5465833|+47.0993611|10057670|18541118+4705577|4612.7|-0.268| 0.151| 49.469| 5.403|RGB     | 1.0384| 1.001| 0.040| 8.344| 0.015| 2.596| 0.007| 2.43e-03| 0.007| 3.957| 0.017|                |  0|KCat|Sloan|Simbad|283.54658|+47.09936
284.4201667|+47.0316389|10059338|18574084+4701539|4510.6|-0.162| 0.031|  9.820| 1.482|RGB     | 1.0384| 1.338| 0.044|21.775| 0.017| 1.889| 0.007| 1.83e-04| 0.008| 3.550| 0.099|                |  0|KCat|Sloan|Simbad|284.42017|+47.03164
286.2838333|+47.0543889|10063028|19050812+4703158|4732.3|-0.116| 0.166| 30.134| 4.013|RC      | 0.9961| 0.913| 0.079|10.143| 0.024| 2.386| 0.010| 1.23e-03| 0.008| 3.863| 0.162|                |  0|KCat|Sloan|Simbad|286.28383|+47.05439
286.3772500|+47.0495278|10063188|19053054+4702583|4888.3|-0.129| 0.021| 45.334| 4.709|RC(S)   | 0.9958| 1.722| 0.072|11.269| 0.020| 2.570| 0.009| 1.70e-03| 0.008| 3.178| 0.102|                |  0|KCat|Sloan|Simbad|286.37725|+47.04953
286.3912083|+47.0140000|10063214|19053389+4700504|4845.2| 0.100| 0.015|159.310|12.797|RGB     | 1.0209| 1.224| 0.031| 5.078| 0.011| 3.114| 0.007| 1.32e-02| 0.007| 3.752| 0.157|                |  0|KCat|Sloan|Simbad|286.39121|+47.01400
287.7592917|+47.0149722|10065848|19110223+4700539|4780.9|-0.300| 0.217| 29.970| 4.034|RC      | 0.9930| 0.904| 0.079|10.094| 0.024| 2.386| 0.010| 1.24e-03| 0.008| 3.839| 0.024|                |  1|KCat|Sloan|Simbad|287.75929|+47.01497
288.1315833|+47.0477778|10066568|19123158+4702520|5026.5|-0.691| 0.272| 28.467| 3.562|RC      | 1.0001| 1.335| 0.080|12.432| 0.024| 2.374| 0.010| 9.80e-04| 0.008| 3.350| 0.052|                |  1|KCat|Sloan|Simbad|288.13158|+47.04778
